,TrackId,ArtistName,Title,Lyrics,Mood
2656,TRAWTGS128F14569A8,Leona Naess,Chase,pull light right hole inside listen rock roll Believe gods think it baby Were totally odds close stirs Oh beast free Ill Chorus chase ones run chase ones run friend dine time time drink smoke sixtrain home need time pretend touch Chorus,Angry
1524,TRTKGJK12903CBD7DC,Great Lake Swimmers,Great Lake Swimmers,currents want pull empty invisible shore Oh cant anymore Feeling tired floating far away shore far away finish line sight fight long swim waves coming force thrash makes worse tired gotten far know boat docks moon laughs sickle cotton veil gale long swim long swim long swim long swim long swim standing pier far water sounds glass drink laugh laugh drink water pure tonight brings life makes drown fish laughing seen boats steel fishing reel bobbing like cork neverending dark soaked toe chin let water use fight heavy tide stride long swim long swim long swim sitting sand Waves tumbling wind pulled pulled stretcher brought sirens let swimmers know wrestle undertows long swim sign land breakers Splashing hopeless flow Far muddy sand dry rocks docks beacons burnt flooded doubt long swim long swim long swim long swim long swim long swim long swim long swim long swim,Angry
1848,TREDNTL128E07926FA,Rob Zombie,Iron Head,purpose Demonoid phenomenon Regulate flux reflux bring Loose world Destruct juggernaut Suddenly rats high Bleed masses watchem cry Slumber like Houdinis dog Die fog Iron head regenerate Iron headexterminate Iron headliberate crucify Demonoid phenomenon Laugh face Break belong Vent brink Appear demigod Suddenly forever knows takes goes Paint black inside head defy said,Angry
49,TRRXNPZ128F42AE3A2,Say Anything,Belt,sell belt industry carded carted off Naked belt waist fathers face carted off managed escape good gendarme fled field farm stripped natural charm Naked belt wear Past pyramids liberty bell Hey myself ignored sheep shepherds way small words way Bathed sweat feathered crow laid beating sleet snow frostbitten toes remained unrecognized home town Beneath monstrous gown feather gathered army aimed shake repose took weapons took clothes friends Meet friends alley knives friends Step friends alley tonight,Angry
1981,TRIRFGG128F4291E43,Dead Kennedys,Your Emotions,mommy told daddy told think like learned feelings copycat school told church told Memorize dare look Theyre concerned thoughts tape recorder mimicking bores boring boring boring tape machine recording boring boring boring Ive heard Planless mindless scraps Bunch parts garbage pails Frankenstein monster like scars talks boring boring boring tape machine recording boring boring boring Ive heard Ive heard Ive heard emotions monster emotions monster emotions monster emotions monster,Angry
1961,TRFYIGG128F148D102,Rob Zombie,Feel So Numb,feel good feel numb yeah Mud bath acrobat midnight drive Everybodys slippin everybody survive Radio talk try project need gotta connect Come come come feel Come come come Come come come want right Come come come feel Come come come Come come come want right Blacken sun done feel bad feel numb yeah Blacken sun done feel good feel numb yeah Yeah Sugar sweet braniac neck tomorrow man gotta reflect blue world dream girl street Gotta wake cause want dream Come on come on come on feel Come on come on come on Come on come on come on want right Come on come on come on feel Come on come on come on Come on come on come on want right Blacken sun done feel bad feel numb yeah Blacken sun done feel good feel numb yeah Jingle jangle comin gonna crush everybody want gotta Rain trash porn slash Look forever revolutionize Come on come on come on feel Come on come on come on Come on come on come on want right Come on come on come on feel Come on come on come on Come on come on come on want right Blacken sun done feel bad feel numb yeah Blacken sun done feel good feel numb yeah run done feel bad feel numb yeah run done feel good feel numb yeah,Angry
596,TRCZAJL128EF348622,Katatonia,Scarlet Heavens,wind lay Feeling scarlet scent death ebony shades dream child Dancing heaven dancing heaven seen face monument shallow sorrows ebony shades child dies grievance regain grasp soul think God sorrow dragging sins god heaven twisted mind light darkness fall soul pray find place stench sorrow pierce flesh pure blackness overwhelms shall turn run away look run away evil,Angry
1303,TRAKALC128F932BEB5,The Last Shadow Puppets,The Meeting Place,colder night gets strains like way tried hard steer away meeting place heart left clings consciousness laid Struggles sleep night day Hes worried waiting dreams drag meeting place love left voices echoes Chorus Im sorry met darling Im sorry met turned night words Im sorry met darling Im sorry left you weeks trolled Playing fools knew time come time cruel cruel crying meeting place stranded voice echo Chorus Im sorry met darling Im sorry Ive left,Angry
728,TRHVWMX128F9301FCD,Kaiser Chiefs,You Can Have It All,tell going like saw bus Theres passing Theres meets eye tell going like saw bus saw shoes fell apart time ago Ill buy 5 years Chorus fault care regret single thing fault care regret single thing tell going feel like lost limb feel late night Cause Im hold tight tell going like hold hand public cant know understand Chorus thats alright cause fight thats alright know alright Chorus thats alright cause fight thats alright cause fight thats alright alright,Angry
3605,TRGRGXK128F92EFDFA,Live,The River,La da da da came warning love like aint felt like destiny calling lying naked floor suddenly blue singing Oh baby let loving ease pain Bring burning skin river Ill life Ooh baby let loving ease pain tonight came warning Like angel come Heaven night kiss makes tremble pulls close holds oh tight suddenly blue starts singing Oh baby let loving ease pain Bring burning skin river Ill life Ooh baby let loving ease pain Ill life Ill life Ill life Oh baby let loving ease pain Bring burning skin river Ill life Oh baby let loving ease pain Bring burning skin river Oh river La da da da Oh river,Angry
2396,TRDPYDR12903CB73A3,Brand New,Vices,Far away road Froze heart solitude passerby see lifes highway guard within Knowing fail compassion shall met lifes highway guard within need vices oh need vices oh took hope marriage license Wheres home days dead Forgive me days dead Forgive me days dead Forgive me need vices thousand degrees said goodbye ground said goodbye ground said goodbye ground care got creative oh no try kill major trigger forest burned forest burned forest burned need years everyone return said goodbye ground said goodbye ground said goodbye ground said goodbye ground said goodbye ground jumped need vices oh need vices oh Weve brandish disguises days dead Forgive me days dead Forgive me days dead Forgive me need vices wave good old days said goodbye ground said goodbye ground said goodbye ground jumped,Angry
569,TRMEIGS128F1477289,The Police,Fall Out,thought leading Ive got machine Ive paid dues set breaking missed people Cause knew Chorus Fall Fall leaders guys Fall Fall leaders guys saw education indoctrination parking machine sense breaking missed people Cause knew clean Chorus x2 Fall,Angry
3302,TRQCIXU128EF3456A0,Thirteen Senses,Animal,lost control today came ate away Tears trickle face quickly comes escapes you far ground Throwing designs found far darling look Science skin bone Turn earth stone Time takes fade away time find place you far ground Throwing designs found far darling look I cant decide Im prepared fight eyes come alive night fight Like animal like animal Like animal Like animal,Angry
2057,TRBKLBE128F92F11B3,The Strokes,15 Minutes,dream Oh wish real pets smiled shit fine Everybodys inviting Theyve got know love know hateful things think want Time turn jokes Yes dream Oh real know I hope  Overjoyed peace go play watch like night life saw worlds stop theyre like fast like sun thats shot Everybody party worry Im Everybody party worry wear Cause today theyll talk tomorrow care life dream cant tell got up waved fell recall Overjoyed peace time Second took long times charm Circle fourths days rehearse work Seven notes scale countries fancy keys friend seconds hell course major chords,Angry
